ra  dec  z  Mr mu r50 C ur smass sfr ssfr d4000 w mest tau zm rsf pe ps nuvr flag
214.8829  5.0629   0.088 -21.454  20.585  4.181   3.193   3.021   11.315  -0.979 -12.345   2.100 0.010 11.476  11.4825   0.0313  -5.6781   0.940   0.000   6.520     -1
215.0019  5.1172   0.088 -20.660  20.372  2.629   2.824   2.815   10.935  -0.193 -11.175   1.840 0.031 11.225  11.0148   0.0234  -2.8126   0.250   0.700   4.901      2
214.8129  5.0719   0.089 -20.514  21.607  4.327   2.546   2.279   10.642   0.044 -10.641   1.456 0.038 10.779   8.1225   0.0258  -4.2655   0.160   0.800   2.940      2
215.0455  5.0423   0.088 -20.310  19.962  1.852   2.643   2.644   10.628  -1.009 -11.691   1.829 0.050 10.844   8.9385   0.0250  -1.5776   0.330   0.630   5.674     -1
215.0478  5.0807   0.089 -20.077  20.176  1.833   2.616   2.773   10.716  -0.404 -11.165   2.059 0.068 10.932  11.2910   0.0336  -3.8016   0.600   0.340   5.431      2
216.8710  4.4591   0.057 -20.113  20.065  1.881   3.151   2.919   10.716  -1.313 -12.072   1.958 0.054 10.900  10.9855   0.0285  -2.8098   0.800   0.050   5.922      5
216.9556  4.3503   0.057 -18.951  21.395  2.032   2.317   1.855    9.926  -0.093 -10.062   1.338 0.287  1.996   7.7192   0.0047  -2.6284   0.070   0.930   3.252      1
216.8463  4.4924   0.057 -18.689  21.215  1.656   2.394   2.085   10.061  -0.263 -10.382   1.344 0.390 10.133   8.8245   0.0150  -1.5630   0.380   0.520   3.699      2
217.0078  4.4100   0.056 -18.573  21.144  1.522   2.703   2.583   10.066  -0.569 -10.688   1.527 0.459 10.178   4.8266   0.0282  -0.7190   0.050   0.910   3.845      2
227.5065  2.9344   0.091 -21.353  20.133  3.219   3.182   2.907   11.211  -0.741 -12.008   1.950 0.012 11.410  10.9200   0.0300  -3.4881   0.740   0.260   5.284     -1
228.4837  4.6182   0.097 -20.994  19.893  2.416   2.877   2.802   11.047  -0.717 -11.806   1.805 0.020 11.290  11.4234   0.0205  -8.3708   0.840   0.030   6.005     -1
228.4722  4.7016   0.098 -20.297  20.920  2.811   2.289   1.739   10.399   0.612  -9.831   1.088 0.054 10.872   6.7036   0.0249  -3.4396   0.490   0.100   2.533      1
228.4403  4.8028   0.099 -19.930  21.573  3.196   2.385   1.869   10.262   0.126 -10.192   1.436 0.090 10.655   5.3398   0.0166  -5.5170   0.150   0.770   2.629      3
228.4744  4.6683   0.097 -19.809  22.401  4.446   1.937   1.403   10.138   0.377  -9.824   1.243 0.105 10.588  10.2841   0.0143  -5.0895   0.240   0.540   2.245      1
228.3196  4.5398   0.097 -19.779  21.924  3.522   2.027   1.509   10.056   0.266  -9.848   1.334 0.111 10.601   8.1327   0.0068  -4.5301   0.170   0.630   1.905      2
229.2306  2.6419   0.114 -21.044  19.827  2.327   2.459   2.564   10.664  -1.467 -12.116   1.806 0.021 11.172  10.9239   0.0175  -5.2136   0.760   0.050   5.613     -1
229.2375  2.6665   0.112 -20.873  20.465  2.899   3.112   2.737   10.631  -1.519 -12.196   1.786 0.026 11.179  10.1749   0.0198 -99.0000   0.810   0.110   5.487     -1
229.0796  3.0226   0.113 -20.781  21.296  4.066   2.230   2.807   10.907  -0.248 -11.207   1.560 0.030 11.124   7.1298   0.0496  -4.4444   0.840   0.100   5.200      2
228.7904  4.3496   0.095 -20.775  20.042  2.352   3.026   2.704   10.933  -0.743 -11.714   1.806 0.027 11.185  11.2950   0.0291 -99.0000   0.890   0.090   4.863     -1
228.8789  4.3659   0.093 -19.971  20.960  2.484   2.470   1.938   10.339   0.195 -10.197   1.371 0.082 10.834   6.2568   0.0145  -1.0263   0.260   0.530   3.070      2
228.7159  4.2937   0.099 -22.070  20.567  5.397   2.885   2.834   11.515  -0.608 -12.172   1.960 0.005 11.690  11.3705   0.0270  -4.6900   0.980   0.020   6.076     -1
228.8527  4.3965   0.101 -20.493  20.648  2.699   3.044   2.673   10.702  -0.942 -11.714   1.803 0.042 10.992  10.4423   0.0212  -3.4414   0.610   0.220   5.447     -1
228.7816  4.5514   0.098 -20.411  20.457  2.393   2.997   2.861   10.712  -1.127 -11.917   1.818 0.046 10.983  10.6406   0.0187  -2.2579   0.190   0.810   5.162     -1
228.8299  4.2947   0.098 -20.294  20.423  2.229   3.212   2.749   10.693  -0.897 -11.632   1.864 0.054 11.037  10.8021   0.0194 -99.0000   0.670   0.170   5.788     -1
229.9632  4.3214   0.102 -20.928  20.522  3.102   3.165   2.992   11.084  -1.078 -12.220   2.044 0.023 11.357  11.3854   0.0281  -4.1850   0.610   0.060   5.633     -1
229.9197  4.3549   0.100 -19.901  20.682  2.090   2.510   2.995   10.626  -1.184 -11.862   1.858 0.094 11.032  11.0116   0.0195  -8.1557   0.610   0.140   5.705     -1
231.9876  3.3741   0.084 -22.293  21.158  8.061   2.616   2.828   11.664   0.037 -11.680   1.921 0.003 11.755  11.4405   0.0320  -4.9214   0.850   0.030   5.875      2
231.9882  3.4476   0.085 -21.818  19.816  3.489   3.103   2.877   11.422  -0.601 -12.086   1.943 0.006 11.638  11.3032   0.0320  -7.3977   0.900   0.100   5.474     -1
231.9744  3.4219   0.085 -19.540  20.767  1.893   2.366   2.661   10.393  -0.824 -11.274   1.692 0.141 10.657  10.5068   0.0222  -2.2382   0.490   0.310   4.218      5
231.7764  4.0894   0.086 -21.476  20.730  4.527   3.169   2.815   11.179  -0.858 -12.080   1.923 0.010 11.465  11.2845   0.0280  -7.7127   0.970   0.000   5.482     -1
231.5543  3.8849   0.086 -20.981  19.402  1.957   3.138   2.382   10.818   0.177 -10.686   1.497 0.020 11.110  10.1114   0.0267  -1.8919   0.900   0.030   4.660      4
231.6426  4.0662   0.085 -20.253  21.465  3.626   2.361   2.281   10.645   0.628 -10.066   1.366 0.053 11.125   7.2127   0.0449  -1.9492   0.050   0.950   3.479      2
231.5407  3.9357   0.085 -19.439  21.542  2.580   2.100   1.798   10.124   0.077 -10.100   1.297 0.165 10.544   6.5903   0.0221  -0.6859   0.210   0.620   3.115      2
236.7143  3.2418   0.093 -20.069  21.140  2.822   2.386   2.277   10.486  -0.096 -10.641   1.363 0.072 10.745   3.5224   0.0256  -0.4073   0.080   0.860   3.404      2
176.4049 64.5115   0.063 -21.610  19.996  3.586   3.311   2.990   11.384  -0.852 -12.280   2.076 0.007 11.693  11.3062   0.0337  -8.4021   0.280   0.030   5.178     -1
186.3038 64.2173   0.112 -20.217  21.575  3.573   2.317   2.357   10.618   0.319 -10.351   1.465 0.065 10.610   1.2551   0.0495   0.0000   0.120   0.760   3.846      2
219.2814 60.4737   0.050 -18.164  22.122  2.001   2.556   2.440    9.706  -0.887 -10.637   1.364 0.783 10.011   3.1055   0.0080   0.0000   0.070   0.860   4.573      5
235.1983 55.9497   0.066 -20.636  20.795  3.291   2.717   2.594   10.912  -0.301 -11.277   1.696 0.028 11.265   9.8303   0.0215  -1.6060   0.780   0.220   3.722      5
235.2882 55.9551   0.067 -20.604  20.586  2.938   2.179   1.687   10.451   0.580  -9.930   1.254 0.031 10.982   8.0738   0.0289  -1.0816   0.090   0.870   2.470      1
235.2419 55.9582   0.065 -19.170  21.366  2.184   2.162   1.486    9.741   0.053  -9.744   1.197 0.231 10.053   4.9854   0.0061  -2.4259   0.150   0.590   2.358      1
235.1423 55.9984   0.065 -18.715  21.718  2.082   2.058   1.348    9.509  -0.133  -9.703   1.235 0.436  9.963   7.3527   0.0075  -2.0822   0.180   0.700   1.939      1
237.6914 53.5093   0.066 -21.127  19.940  2.781   3.113   2.864   11.168  -0.887 -12.097   1.937 0.014 11.298  11.1438   0.0297  -4.7859   0.310   0.690   5.847      5
237.9787 53.4281   0.067 -20.489  20.501  2.679   2.984   2.836   10.950  -0.159 -11.161   1.656 0.034 11.210   9.0359   0.0299  -1.3013   0.460   0.540   4.735      3
237.6982 53.4679   0.066 -20.327  19.485  1.561   3.099   2.892   10.825  -1.250 -12.130   1.966 0.042 10.979  10.8835   0.0270  -9.1216   0.810   0.120   5.308     -1
237.7741 53.3428   0.064 -19.588  19.836  1.311   3.089   2.951   10.651  -1.152 -11.868   1.797 0.112 11.009  10.5873   0.0242  -2.4689   0.120   0.840   5.053      5
237.5964 53.5304   0.066 -19.620  21.476  2.819   2.348   1.211   10.093   0.512  -9.635   1.168 0.127 10.040   1.9615   0.0031  -0.2928   0.000   0.910   1.768      1
237.7887 53.4463   0.064 -19.355  21.349  2.365   2.420   1.581    9.779   0.016  -9.824   1.258 0.178 10.134   5.2153   0.0218  -0.4128   0.100   0.810   2.132      1
240.4253 54.1000   0.108 -20.024  21.383  3.012   2.186   1.910   10.331   0.179 -10.207   1.302 0.082 10.588   1.2142   0.0462   0.0000   0.310   0.400   3.067      2
240.4634 54.1288   0.065 -20.589  19.433  1.724   3.333   2.930   10.946  -1.031 -12.044   1.934 0.029 11.148  11.3446   0.0316  -4.1836   0.940   0.000   5.635     -1
240.2430 53.8442   0.067 -19.971  20.241  1.872   2.721   2.838   10.624  -1.343 -12.034   1.996 0.069 10.900  10.8250   0.0318  -2.7202   0.080   0.800   6.264     -1
240.3808 53.9105   0.065 -19.813  20.076  1.621   2.835   2.913   10.609  -0.977 -11.664   1.817 0.086 10.782  10.5560   0.0263  -2.1667   0.820   0.090   5.337     -1
240.3498 54.0237   0.065 -18.997  20.493  1.350   2.783   2.604   10.202  -1.285 -11.527   1.861 0.264 10.432  11.0807   0.0189  -8.5073   0.470   0.530   5.136     -1
242.2587 53.7435   0.064 -21.016  20.258  3.070   2.611   2.859   11.081  -1.012 -12.136   2.000 0.016 11.306  11.5149   0.0327  -7.7263   0.810   0.170   5.251     -1
242.3789 53.8633   0.062 -20.632  20.687  3.147   2.680   2.585   10.752  -0.683 -11.508   1.683 0.028 11.073   9.4123   0.0293  -1.5489   0.010   0.990   3.707      5
242.3686 53.7195   0.062 -18.823  21.182  1.718   2.380   2.721   10.142  -1.003 -11.203   1.758 0.329 10.531  10.5138   0.0224  -2.1243   0.220   0.780   5.658      2
242.0340 49.2010   0.059 -21.285  20.116  3.285   3.239   3.075   11.298  -1.035 -12.395   2.047 0.011 11.360  11.5157   0.0363  -7.8884   0.970   0.000   5.720     -1
242.1885 49.2348   0.060 -19.941  21.415  3.212   2.743   2.551   10.698  -0.089 -10.857   1.512 0.070 10.965   4.0971   0.0264  -0.9048   0.020   0.980   3.849      2
241.9963 49.2590   0.060 -19.728  21.901  3.646   2.253   2.122   10.422  -0.126 -10.602   1.527 0.095 10.747   8.5510   0.0183  -1.2028   0.020   0.950   3.709      3
241.9342 49.2500   0.060 -19.183  20.673  1.612   2.792   2.781   10.289  -1.601 -11.924   2.052 0.198 10.518  11.2511   0.0258  -3.7553   0.660   0.310   5.245     -1
242.0464 49.1149   0.059 -18.897  20.426  1.262   2.671   2.595   10.080  -1.477 -11.605   1.793 0.294 10.203   6.2606   0.0204  -1.5285   0.620   0.290   5.639     -1
242.0109 49.2425   0.059 -18.602  21.195  1.570   2.429   2.417    9.989  -1.170 -11.209   1.729 0.447 10.016   1.6250   0.0499   0.0000   0.480   0.490   5.054      5
243.5497 49.1203   0.055 -20.992  19.726  2.418   3.413   2.931   11.086  -1.077 -12.211   1.921 0.016 11.294  11.2382   0.0329  -3.3990   0.950   0.050   6.117     -1
243.1256 48.9836   0.057 -21.000  20.328  3.192   2.666   2.833   11.122  -0.904 -12.076   1.847 0.016 11.226  10.4296   0.0223  -7.2596   0.530   0.470   4.187      5
243.4871 48.9790   0.057 -19.925  21.259  2.984   2.541   2.315   10.477  -0.058 -10.590   1.431 0.072 10.921   8.1769   0.0120  -5.2469   0.040   0.960   3.582      2
243.0824 49.0548   0.057 -19.912  21.135  2.804   2.434   1.850   10.211   0.175 -10.088   1.378 0.079 10.657   9.8596   0.0195  -1.6283   0.190   0.750   2.393      1
243.3709 49.0644   0.056 -19.844  21.063  2.631   2.283   2.547   10.520  -0.495 -11.056   1.632 0.078 10.924   9.7279   0.0268  -1.5475   0.400   0.600   4.017      4
243.6578 49.1322   0.057 -19.762  20.567  2.015   2.693   2.839   10.522  -1.364 -11.921   1.808 0.088 10.731  10.0816   0.0313  -1.9618   0.420   0.580   5.344     -1
243.5147 49.1635   0.057 -19.489  19.903  1.308   2.669   2.718   10.345  -1.360 -11.759   1.794 0.129 10.555  10.0822   0.0248  -2.6683   0.780   0.140   5.561     -1
243.5018 49.0721   0.057 -19.506  20.205  1.514   3.036   2.782   10.412  -1.354 -11.795   1.843 0.124 10.607  10.4346   0.0314  -2.6155   0.580   0.240   6.177     -1
243.6055 49.1802   0.057 -19.410  20.950  2.043   2.745   2.959   10.647  -0.718 -11.408   1.705 0.138 10.735   9.4340   0.0324  -1.4559   0.560   0.280   5.515      2
243.5416 48.9379   0.057 -19.327  20.846  1.875   2.862   2.573   10.321  -0.695 -11.045   1.515 0.163 10.632   7.6400   0.0273  -0.9527   0.190   0.740   5.004      5
243.2149 49.0808   0.055 -19.187  21.491  2.372   2.394   1.930    9.993  -0.214 -10.264   1.275 0.204 10.535  10.6869   0.0124  -2.7827   0.210   0.620   3.138      2
243.6167 49.0653   0.056 -19.184  20.634  1.595   2.913   3.071   10.390  -1.463 -11.914   1.718 0.190 10.744  10.5678   0.0293  -2.7617   0.040   0.960   5.834     -1
243.6548 49.0986   0.059 -20.446  20.774  3.026   2.647   2.097   10.620   0.352 -10.315   1.468 0.037 11.048   8.7123   0.0357  -1.1898   0.050   0.950   2.635      3
243.5286 49.1899   0.060 -20.214  19.854  1.777   3.214   2.821   10.727  -1.203 -11.965   1.910 0.048 10.851   8.5485   0.0274  -7.6618   0.470   0.300   5.934     -1
243.6877 49.3989   0.059 -20.134  21.871  4.345   2.034   1.706   10.253   0.269 -10.040   1.333 0.058 10.654   7.0504   0.0279  -0.6410   0.030   0.970   2.203      2
243.7683 49.4751   0.060 -20.113  20.495  2.280   2.751   2.542   10.669  -0.311 -11.022   1.800 0.056 10.936  10.2355   0.0264  -5.4169   0.280   0.720   3.673      2
243.7325 49.2126   0.059 -19.592  20.945  2.208   2.081   1.410    9.899   0.221  -9.729   1.209 0.125 10.432   7.4491   0.0299  -0.7401   0.150   0.800   2.305      1
243.8401 49.3115   0.059 -19.556  20.364  1.664   2.573   2.577   10.376  -1.044 -11.460   1.785 0.118 10.600  10.7100   0.0193  -3.6638   0.620   0.340   4.178     -1
243.7223 49.3414   0.059 -18.956  22.053  2.744   2.128   1.338    9.442  -0.016  -9.521   1.211 0.313  9.270   1.2318   0.0046   0.0000   0.120   0.830   1.902      1
243.3280 49.1089   0.058 -18.886  20.458  1.277   2.579   2.688   10.161  -1.353 -11.555   1.793 0.294 10.379  11.1339   0.0184  -7.1991   0.670   0.260   5.027     -1
243.7188 49.0464   0.058 -18.888  20.756  1.466   2.626   2.915   10.245  -1.436 -11.722   1.722 0.290 10.340   5.8870   0.0364  -0.5967   0.280   0.550   4.534      5
243.6984 49.1603   0.060 -18.780  20.672  1.339   2.853   2.359    9.878  -1.166 -11.083   1.604 0.357 10.101   9.7037   0.0217  -2.2809   0.240   0.720   5.200     -1
243.5329 49.0951   0.058 -18.688  21.859  2.222   2.214   1.579    9.551  -0.259  -9.870   1.341 0.435  9.962   9.8259   0.0180  -2.0018   0.230   0.470   2.131      1
243.5704 49.1377   0.059 -18.665  21.283  1.683   2.288   2.155    9.851  -0.506 -10.407   1.322 0.418 10.355   8.6798   0.0076  -1.2001   0.590   0.130   3.440      2
243.7138 49.2977   0.060 -18.579  21.423  1.724   2.290   1.326    9.337  -0.139  -9.538   1.140 0.518  9.750   4.7505   0.0020  -0.8594   0.250   0.470   2.019      1
253.9463 39.3105   0.063 -21.697  21.413  7.164   2.120   2.141   11.086   0.639 -10.496   1.600 0.007 11.585  10.0218   0.0179  -1.7272   0.000   1.000   2.588      4
253.8916 39.2511   0.063 -20.390  19.541  1.657   2.976   2.813   10.831  -0.404 -11.293   2.004 0.038 11.157  11.1357   0.0269  -3.0857   0.740   0.230   5.838      2
254.1877 39.3433   0.061 -20.016  20.214  1.909   2.883   2.683   10.609  -1.095 -11.760   1.953 0.064 10.723  10.2957   0.0278  -2.7219   0.200   0.670   5.222     -1
254.1455 39.3528   0.062 -19.978  20.018  1.712   2.768   2.957   10.756  -0.610 -11.414   1.942 0.066 10.935  11.2622   0.0267  -4.6979   0.830   0.170   5.437      2
254.2922 39.3036   0.063 -19.981  19.590  1.405   3.099   2.892   10.697  -1.199 -11.955   1.923 0.066 10.772  10.7530   0.0280  -3.0064   0.190   0.750   4.412     -1
254.2827 39.4165   0.062 -19.482  20.731  1.893   2.357   2.133   10.042  -0.343 -10.437   1.373 0.142 10.291   4.1945   0.0296  -0.5120   0.270   0.690   2.625      1
253.9298 39.2270   0.063 -19.110  20.960  1.767   2.592   2.417   10.159  -0.870 -11.090   1.671 0.226 10.197   8.7844   0.0259  -1.2779   0.340   0.530   5.242     -1
254.3590 39.2940   0.064 -18.761  21.683  2.097   2.652   4.168   10.257  -0.692 -11.002   1.493 0.303 10.519  10.4601   0.0149  -7.5888   0.640   0.280   5.325      2
254.8045 39.1554   0.136 -20.666  20.878  3.050   2.141   1.933   10.669   0.845  -9.875   1.375 0.039 10.748   1.2625   0.0468   0.0000   0.280   0.530   2.983      2
-44.7665 -6.9987   0.135 -21.003  21.885  5.677   2.274   2.419   11.067   0.363 -10.764   1.632 0.025 11.350   8.4227   0.0232  -7.1562   0.540   0.320   3.157      2
-38.7864 -6.9301   0.118 -21.385  20.484  3.659   3.159   2.634   11.209  -0.276 -11.537   1.778 0.014 11.462  10.9064   0.0282  -2.7727   0.850   0.070   5.154     -1
-38.6437 -6.8839   0.118 -21.221  21.046  4.394   2.594   2.996   11.111  -0.648 -11.812   1.724 0.017 11.255  10.4345   0.0257  -2.2431   0.410   0.440   4.654     -1
-38.5879 -6.9250   0.118 -20.601  20.889  3.074   2.653   2.320   10.808   0.161 -10.697   1.423 0.040 11.174  10.7690   0.0201  -2.4205   0.270   0.500   4.099      5
-33.1942 -8.3916   0.060 -21.454  20.066  3.466   3.228   2.815   11.203  -0.836 -12.079   1.976 0.009 11.455  11.0879   0.0356  -9.9434   0.720   0.250   5.912     -1
-33.2322 -8.4218   0.059 -20.890  20.139  2.771   3.163   2.864   11.007  -1.067 -12.126   2.278 0.018 11.257  11.2174   0.0248  -3.3249   0.900   0.000   6.016      4
-33.1830 -8.4809   0.060 -20.524  20.710  3.041   2.424   2.245   10.716   0.593 -10.168   1.389 0.032 11.042   8.2801   0.0487  -1.1379   0.410   0.600   3.455      3
-33.2001 -8.5533   0.060 -20.238  21.167  3.286   2.500   2.010   10.524   0.370 -10.203   1.345 0.050 10.937   7.3623   0.0335  -1.5008   0.190   0.670   2.486      1
-33.2341 -8.3051   0.062 -19.790  21.415  2.988   3.191   2.698   10.712  -0.309 -11.073   1.631 0.084 11.134   9.3553   0.0305  -1.3605   0.000   1.000   4.254      5
 -8.7964 -9.9696   0.071 -21.102  20.116  2.955   3.185   2.819   11.161  -0.559 -11.767   1.804 0.015 11.136   1.9059   0.0488   0.0000   0.810   0.190   5.108      4
 -8.6812 -9.9805   0.070 -21.009  20.502  3.390   2.656   2.418   11.017   0.473 -10.596   1.673 0.017 11.426  10.4586   0.0264  -2.1503   0.190   0.810   3.525      3
 -8.9859 -9.8930   0.071 -21.037  21.154  4.626   2.479   2.584   11.186   0.256 -10.986   1.739 0.016 11.604  10.4197   0.0264  -2.0394   0.200   0.390   4.421      5
 -9.0494 -9.8298   0.070 -19.779  20.499  1.921   2.601   2.758   10.517  -1.343 -11.907   1.851 0.092 10.715  10.6630   0.0221  -8.3733   0.720   0.200   6.053     -1
 -8.8832 -9.8898   0.070 -19.727  21.225  2.622   2.054   1.474    9.958   0.279  -9.744   1.263 0.109 10.270   1.6138   0.0250   0.0000   0.190   0.520   2.157      1
 -8.9251 -9.8746   0.071 -19.173  20.522  1.464   2.608   2.614   10.244  -1.254 -11.553   1.810 0.214 10.404   9.9942   0.0288  -1.7711   0.330   0.520   5.714     -1
-10.7567 -9.0094   0.085 -21.508  20.374  3.911   3.393   2.891   11.271  -0.783 -12.113   2.060 0.009 11.452  11.3123   0.0270  -3.7010   0.540   0.300   6.289     -1
-10.6109 -8.8164   0.084 -20.076  21.318  3.126   2.433   1.959   10.332   0.219 -10.168   1.405 0.069 10.615   1.4188   0.0400   0.0000   0.150   0.660   3.090      2
-10.8197 -8.9954   0.084 -19.500  21.190  2.262   2.496   2.381   10.416  -0.497 -10.964   1.850 0.148 10.751  10.1682   0.0224  -2.1886   0.400   0.450   4.880      2
 -8.7652 -8.7721   0.097 -21.235  20.172  3.073   3.235   2.940   11.201  -0.805 -12.063   2.025 0.015 11.515  11.4140   0.0230 -99.0000   0.660   0.340   5.704     -1
 -8.8112 -8.8790   0.095 -20.538  20.905  3.135   2.515   2.489   10.905  -0.034 -11.008   1.769 0.038 11.160   8.1726   0.0250  -4.9683   0.350   0.590   3.267      5
 -8.7772 -8.8105   0.097 -20.509  20.032  2.064   2.847   2.763   10.791  -0.777 -11.623   1.850 0.040 11.129   7.2125   0.0500 -99.0000   0.910   0.090   4.973      5
